Ticker,Date,Open,High,Low,Close,Trend
MEDC.JK,2005-04-01,0.20351540071887816,0.2065221754100398,0.22485367062314895,0.21419329974717083,0
MEDC.JK,2005-04-08,0.21780737344335052,0.3059187828396502,0.24064413381813068,0.2892482320374427,1
MEDC.JK,2005-04-15,0.28069190245099074,0.28659161105292114,0.3038057682229328,0.28347474969971953,0
MEDC.JK,2005-04-22,0.2778335301631022,0.2645035668340652,0.2659088200914108,0.2517207870235649,0
MEDC.JK,2005-04-29,0.24924963159813737,0.23689338431447693,0.2406441016640435,0.21996676095363593,0
MEDC.JK,2005-05-06,0.22066574955983018,0.25345943241662183,0.23748601747076406,0.25460742253613594,1
MEDC.JK,2005-05-13,0.25210797526216244,0.24517638823374382,0.25011834606093675,0.2401738434793766,0
MEDC.JK,2005-05-20,0.23495771486116393,0.27554768292691256,0.2532764920791515,0.2777013941495449,1
MEDC.JK,2005-05-27,0.27497512488241527,0.27278659877568984,0.29748966435389157,0.2805880507933741,1
MEDC.JK,2005-06-03,0.27497510259645264,0.28935268715104345,0.30064772401311846,0.30368185335671827,1
MEDC.JK,2005-06-10,0.2978422197642696,0.3666611643651174,0.32907050570607077,0.3845102257221972,1
MEDC.JK,2005-06-17,0.38073563029719426,0.37494435108842616,0.3764419284133985,0.3556430676086784,0
MEDC.JK,2005-06-24,0.3521515654122598,0.35561708450065604,0.3890740993408178,0.3585297242525076,1
MEDC.JK,2005-07-01,0.35786832860513085,0.3473340297037158,0.3890741921349673,0.35853090760296114,1
MEDC.JK,2005-07-08,0.35501128522734327,0.3500963000449681,0.38591738516813345,0.35853090760296114,1
MEDC.JK,2005-07-15,0.3550111738157181,0.34181327028422154,0.3764431126482829,0.34987072635889255,0
MEDC.JK,2005-07-22,0.3407192526811137,0.32524707502460415,0.3259135599890285,0.3267768815330322,0
MEDC.JK,2005-07-29,0.3235689110967348,0.3445742184960195,0.31328115672114887,0.29213594524417685,0
MEDC.JK,2005-08-05,0.27783452673478026,0.29487572139608215,0.29117457244906475,0.28924920407531524,0
MEDC.JK,2005-08-12,0.2864096424514443,0.2783095775541942,0.3069650842764604,0.28924920407531524,1
MEDC.JK,2005-08-19,0.2864096424514443,0.28107060023384445,0.3069650461020429,0.28636254743148604,0
MEDC.JK,2005-08-26,0.2835513591943465,0.29211469472699536,0.2974906815300977,0.3065696088259686,1
MEDC.JK,2005-09-02,0.30356008160457937,0.29487571743481383,0.2943326241439598,0.3094563922573464,1
MEDC.JK,2005-09-09,0.30356006915840894,0.31696399908890327,0.33222976943718485,0.32966358043937755,1
MEDC.JK,2005-09-16,0.3292857014671762,0.3224860801465491,0.344862218638584,0.33832380394596234,1
MEDC.JK,2005-09-23,0.34071928845064325,0.33076915645655736,0.3385459554820718,0.312343133426208,0
MEDC.JK,2005-09-30,0.31213529047143207,0.32524709628339427,0.3385459554820718,0.34121054511482396,1
MEDC.JK,2005-10-07,0.3378608795559035,0.33076913610470654,0.36381077052364164,0.34121054511482396,1
MEDC.JK,2005-10-14,0.3350024774945447,0.33629116905895257,0.36696886376005333,0.34987072635889255,1
MEDC.JK,2005-10-21,0.3464360295587303,0.33076914298222854,0.3638106626388009,0.33832380394596234,0
MEDC.JK,2005-10-28,0.3350024774945447,0.319725042892917,0.34802029662689726,0.3181166580264474,0
MEDC.JK,2005-11-04,0.3264272713104681,0.31144197981244515,0.34486218880366437,0.3238901403641706,1
MEDC.JK,2005-11-11,0.320710509035376,0.3059199331096941,0.3101231170287656,0.2950227286755546,0
MEDC.JK,2005-11-18,0.2864096424514443,0.28107071103899206,0.306964963385686,0.28924920407531524,0
MEDC.JK,2005-11-25,0.27783451996261876,0.29211472831717733,0.30696503059602975,0.2950227286755546,1
MEDC.JK,2005-12-02,0.2949848486355209,0.3059199331096941,0.3227554510689796,0.3238901403641706,1
MEDC.JK,2005-12-09,0.31785206512639164,0.31696399908890327,0.3480202584338462,0.32966358043937755,1
MEDC.JK,2005-12-16,0.32928558967657595,0.3169639246053604,0.33854594756096523,0.3094563922573464,0
MEDC.JK,2005-12-23,0.3149937049126583,0.31420295468650067,0.341704069788183,0.3238901403641706,1
MEDC.JK,2005-12-30,0.320710509035376,0.31144197981244515,0.3417040485045152,0.312343133426208,0
MEDC.JK,2006-01-06,0.3092768712311529,0.3473353461326271,0.341704062081818,0.3527575097902703,1
MEDC.JK,2006-01-13,0.3521528693625553,0.35837932775353143,0.3796012598271149,0.3729645711847529,1
MEDC.JK,2006-01-20,0.36930323277407273,0.36942347528097097,0.3890755626577649,0.35564425095913194,0
MEDC.JK,2006-01-27,0.3521528133740838,0.35837938262360347,0.3890754781494421,0.3787380957849923,1
MEDC.JK,2006-02-03,0.3693031766879743,0.3777064642802317,0.4080240296132185,0.3816248369538539,1
MEDC.JK,2006-02-10,0.37787834857776637,0.36942347528097097,0.4080240167591235,0.3845114935976831,1
