ticker,year,start,end
MEDC,2023,23,27
MEDC,2022,23,27
MEDC,2021,27,31
MEDC,2020,22,26
MEDC,2019,24,28
MEDC,2018,20,25
MEDC,2017,26,34
MEDC,2016,14,19
MEDC,2015,16,24
MEDC,2014,221,245
MEDC,2013,173,192
MEDC,2012,159,179
MEDC,2011,26,41
MEDC,2010,128,177
MEDC,2009,34,48
MEDC,2008,128,154
MEDC,2007,84,92
MEDC,2006,112,129
MEDC,2005,126,141
MEDC,2004,112,119
